file_name,freq_mean,freq_stdev_hz,freq_stdev_cent,int_mean,int_stdev,on/off
2_10_eng_aligned_eng0211.1,149.0,20.639767440550294,224.5944954813418,62.5,2.516611478423583,on
2_10_eng_aligned_eng0212.2,100.28571428571429,57.633075820846386,786.0800799378335,57.285714285714285,2.8115408417381924,on
2_10_eng_aligned_eng0213.1,54.0,0,0,63.0,0,on
2_10_eng_aligned_eng0214.1,135.25,85.92147577875976,851.444089032263,62.375,3.2043497223082786,on
2_10_eng_aligned_eng0215.1,86.0,27.055498516937366,473.5471141712299,58.333333333333336,2.0816659994661326,on
2_10_eng_aligned_eng0216.1,110.5,74.24621202458749,889.7980974174852,62.5,2.1213203435596424,on
2_10_eng_aligned_eng0217.1,219.25,24.43187808308372,182.9065479843856,62.5,1.9148542155126762,on
2_10_eng_aligned_eng0219.2,165.66666666666666,240.08401307320182,1550.7721927262605,60.666666666666664,1.5275252316519465,on
2_10_eng_aligned_eng0220.1,14.0,24.24871130596428,1739.981176171795,59.0,2.0,on
2_10_eng_aligned_eng0221.1,60.416666666666664,47.769252821783965,1008.5930984338396,59.833333333333336,2.79067711996189,on
2_10_eng_aligned_eng0222.1,96.28571428571429,123.72781186366883,1430.638262601071,61.142857142857146,1.5735915849388864,on
2_10_eng_aligned_eng0223.3,21.5,27.331300737432898,1420.1634579291683,58.25,2.362907813126304,on
2_10_eng_aligned_eng0224.1,38.5,54.44722215136416,1525.8639637963342,60.0,1.4142135623730951,on
2_10_eng_aligned_eng0225.1,38.166666666666664,9.662642840686324,390.69812564853214,63.0,2.0976176963403033,on
2_10_eng_aligned_eng0226.1,87.4,58.50042734886644,887.13470897001,63.8,1.6431676725154982,on
2_10_eng_aligned_eng0227.1,126.28571428571429,3.498298906339371,47.3054824804978,60.42857142857143,3.04724700110022,on
2_10_eng_aligned_eng0228.2,141.66666666666666,70.03903673428601,695.4717550562985,59.666666666666664,3.9832984656772417,on
2_10_eng_aligned_eng0230.1,115.27272727272727,65.2350993087171,776.412204115994,60.09090909090909,4.5266885347800425,on
2_10_eng_aligned_eng0231.1,181.875,39.93722753092837,343.669978911319,61.875,3.440826312717007,on
2_10_eng_aligned_eng0234.1,186.27272727272728,57.18757016885909,463.5240741522186,61.36363636363637,3.2641301221834667,on
2_10_eng_aligned_eng0235.1,143.0,18.15488914865635,206.9193729876517,59.5,2.073644135332772,on
2_10_eng_aligned_eng0236.1,154.2,61.3123152392731,579.5610573673036,60.4,2.5099800796022267,on
2_10_eng_aligned_eng0238.2,99.33333333333333,66.98009654616313,892.2658099138298,56.333333333333336,3.0550504633038935,on
2_10_eng_aligned_eng0240.1,147.25,39.34780807109845,409.99728620361975,59.5,1.0,on
2_10_eng_aligned_eng0241.1,96.66666666666667,62.95289244082965,868.2564535657752,60.5,1.760681686165901,on
2_10_eng_aligned_eng0244.1,22.666666666666668,19.629909152447276,1079.9623523435898,64.33333333333333,3.055050463303893,on
2_10_eng_aligned_eng0245.2,157.33333333333334,136.07473436804253,1078.901018143923,58.333333333333336,3.0550504633038935,on
2_10_eng_aligned_eng0246.2,332.0,0,0,63.0,0,on
2_10_eng_aligned_eng0247.1,73.0,103.23759005323593,1525.8639637963342,53.0,1.4142135623730951,on
2_10_eng_aligned_eng0248.1,311.25,116.56236834538716,550.6852262593768,62.25,3.453776401067595,on
2_10_eng_aligned_eng0249.1,357.0,41.960298696108765,192.38533678524306,64.25,2.217355782608345,on
2_10_eng_aligned_eng0250.1,103.5,75.23075612185927,945.7885776679548,60.0,4.83045891539648,on
2_10_eng_aligned_eng0251.1,401.0,186.66011893278113,661.6557091974336,59.75,3.774917217635375,on
2_10_eng_aligned_eng0252.1,142.75,35.92932878118748,388.65839353427936,61.25,2.8722813232690143,on
2_10_eng_aligned_eng0253.1,169.66666666666666,98.28665558796202,791.1342576301732,59.666666666666664,6.683312551921141,on
2_10_eng_aligned_eng0254.2,116.42857142857143,45.59553027383694,572.1159578050184,59.857142857142854,5.209880722517277,on
2_10_eng_aligned_eng0255.1,71.6,54.20608821894456,975.8042983432304,61.8,1.7888543819998317,on
2_10_eng_aligned_eng0256.2,87.66666666666667,56.7127263789472,863.7174545042849,61.333333333333336,3.0550504633038935,on
2_10_eng_aligned_eng0257.2,59.2,29.32064119353463,696.5000704688294,56.6,3.646916505762094,on
2_10_eng_aligned_eng0259.2,213.0,18.0,140.44730542826335,58.333333333333336,2.8867513459481287,on
2_10_eng_aligned_eng0261.1,287.27272727272725,30.90983956312588,176.92050982402725,60.09090909090909,3.5058392848088586,on
2_10_eng_aligned_eng0262.2,301.3333333333333,9.865765724632494,55.77313405560448,60.333333333333336,5.8594652770823155,on
2_10_eng_aligned_eng0264.1,191.0,91.92388155425118,680.2095854921665,64.5,0.7071067811865476,on
2_10_eng_aligned_eng0265.1,352.0,274.821396546921,998.9747978164028,57.666666666666664,5.988878581726855,on
2_10_eng_aligned_eng0267.1,140.25,10.579630023236703,125.90291841355337,60.75,3.058944729337694,on
2_10_eng_aligned_eng0269.1,224.0,15.641824275533422,116.8571866842256,56.0,2.943920288775949,on
2_10_eng_aligned_eng0271.1,66.5,56.056221777783065,1058.4209774846427,58.333333333333336,2.8751811537130436,on
2_10_eng_aligned_eng0272.2,266.0,140.0071426749364,732.094634999305,59.0,4.242640687119285,on
2_10_eng_aligned_eng0273.1,108.0,58.360945845659494,747.9425762141858,59.666666666666664,3.427827300200522,on
2_10_eng_aligned_eng0274.1,127.75,27.789386463180506,340.7479943116485,61.25,4.031128874149275,on
2_10_eng_aligned_eng0275.2,55.0,86.89994246258165,1640.844576799673,60.5,4.08656334834051,on
2_10_eng_aligned_eng0276.1,0.0,0,0,61.0,0,on
2_10_eng_aligned_eng0278.1,164.0,0,0,51.0,0,on
2_10_eng_aligned_eng0279.2,111.0,3.605551275463989,55.34070074702968,54.333333333333336,2.0816659994661326,on
2_10_eng_aligned_eng0280.2,221.0,8.717797887081348,66.97952084660291,62.0,5.5677643628300215,on
2_10_eng_aligned_eng0281.3,207.5,14.849242404917497,119.65938317271977,59.5,3.5355339059327378,on
2_10_eng_aligned_eng0282.1,75.5,47.7762642801991,848.8157989957307,59.0,3.3380918415851206,on
2_10_eng_aligned_eng0283.1,222.33333333333334,49.6923870762246,349.2225672664319,58.666666666666664,2.8867513459481287,on
2_10_eng_aligned_eng0284.1,149.9,92.05849589617824,828.9110570569057,56.8,3.675746333890726,on
2_10_eng_aligned_eng0285.1,203.6,38.26617305140403,298.1657392733944,58.2,2.7748873851023217,on
2_10_eng_aligned_eng0286.1,82.0,55.779327114382916,898.3963469943743,59.25,1.2583057392117916,on
2_10_eng_aligned_eng0287.1,192.9,56.0088286691383,441.31711139566056,60.6,4.060651288757616,on
2_10_eng_aligned_eng0288.1,18.166666666666668,44.49906366056107,2143.6595647038007,59.0,3.8987177379235853,on
2_10_eng_aligned_eng0289.2,0.0,0,0,51.0,0,on
2_10_eng_aligned_eng0290.1,188.5,70.02142529254886,546.8631926292107,58.0,0.816496580927726,on
2_10_eng_aligned_eng0292.2,155.23076923076923,99.42598071442715,856.9672880427374,55.61538461538461,3.404371247344154,on
2_10_eng_aligned_eng0293.2,186.33333333333334,156.86406004350815,1057.3833757190005,56.333333333333336,2.516611478423583,on
2_10_eng_aligned_eng0294.2,402.3333333333333,103.69345848863048,396.98700100462133,58.333333333333336,4.041451884327381,on
2_10_eng_aligned_eng0295.1,149.0,194.36306233438492,1445.3070209599884,58.2,2.7748873851023217,on
2_10_eng_aligned_eng0296.3,393.0,150.69173832695674,561.911511998774,58.0,6.557438524302,on
2_10_eng_aligned_eng0298.2,220.0,13.0,99.39171735554476,61.666666666666664,3.5118845842842465,on
2_10_eng_aligned_eng0299.1,223.8,12.541486709672379,94.39543415377616,59.1,3.2472210341220142,on
2_10_eng_aligned_eng0300.1,236.875,34.1527555884692,233.17759238728715,57.125,3.563204817496262,on
2_10_eng_aligned_eng0304.1,116.75,32.335481028327585,423.26065792911635,58.5,2.886751345948129,on
2_10_eng_aligned_eng0305.1,90.63636363636364,106.33275386941949,1343.7690761065303,55.45454545454545,3.7513633885198687,on
2_10_eng_aligned_eng0306.1,170.0,0,0,60.0,0,on
2_10_eng_aligned_eng0307.1,285.0,158.43736932933467,765.3221217206919,61.666666666666664,3.2041639575194445,on
2_10_eng_aligned_eng0308.1,201.66666666666666,67.945611047411,502.6962652631422,57.5,2.7797972457128464,on
2_10_eng_aligned_eng0309.1,127.33333333333333,98.80823177583267,994.3392577406222,55.333333333333336,4.760952285695233,on
2_10_eng_aligned_eng0310.3,135.25,95.2343600458014,922.8483157326815,59.5,2.6457513110645907,on
2_10_eng_aligned_eng0311.1,256.6666666666667,2.516611478423583,16.892036488555313,60.333333333333336,2.0816659994661326,on
2_10_eng_aligned_eng0313.1,66.71428571428571,46.44248875657679,914.7063967123194,58.714285714285715,2.984084768360628,on
2_10_eng_aligned_eng0314.1,129.0,0,0,59.0,0,on
2_10_eng_aligned_eng0317.2,100.0,0,0,58.0,0,on
2_10_eng_aligned_eng0318.1,193.625,75.4885200985333,569.9395606800589,58.875,4.544227107000705,on
2_10_eng_aligned_eng0319.1,178.14285714285714,16.211401044003686,150.78489434545253,57.0,4.0,on
2_10_eng_aligned_eng0321.1,166.8181818181818,29.701239643550846,283.6744292454249,59.54545454545455,3.236159339823562,on
2_10_eng_aligned_eng0323.2,218.72727272727272,92.06094819095762,608.1584482910631,60.18181818181818,3.4588489940493736,on
2_10_eng_aligned_eng0324.1,130.0,86.98275691193054,886.8825318371514,57.36363636363637,4.6748845391673,on
2_10_eng_aligned_eng0325.1,158.66666666666666,39.434333602416395,384.2845104204783,58.5,6.156297588648554,on
2_10_eng_aligned_eng0326.2,0.0,0,0,56.0,0,on
2_10_eng_aligned_eng0328.1,0.0,0,0,58.0,0,on
2_10_eng_aligned_eng0329.2,98.0,169.74097914175,1739.9811761717951,57.333333333333336,5.507570547286102,on
2_10_eng_aligned_eng0330.1,0.0,0,0,54.0,0,on
2_10_eng_aligned_eng0333.2,55.0,2.8284271247461903,86.81669299044206,62.5,0.7071067811865476,on
2_10_eng_aligned_eng0334.3,246.42857142857142,18.173764450044857,123.18751547532482,59.0,2.516611478423583,on
2_10_eng_aligned_eng0337.2,250.0,0,0,52.0,0,on
2_10_eng_aligned_eng0338.2,310.0,0,0,58.0,0,on
2_10_eng_aligned_eng0339.1,182.0,84.3682404699778,659.380352761018,59.111111111111114,4.675586713035179,on
2_10_eng_aligned_eng0340.1,149.875,12.96630247988994,143.6482948055572,61.125,3.181980515339464,on
2_10_eng_aligned_eng0343.1,292.8,28.472794032198525,160.65991476616892,60.4,4.39317652729776,on
2_10_eng_aligned_eng0344.1,168.375,117.63009515304442,917.2354836207842,57.375,2.615202805574687,on
2_10_eng_aligned_eng0345.1,259.9,143.2095977540922,759.8585992022371,59.1,3.3813212407775355,on
2_10_eng_aligned_eng0346.1,36.75,26.323310328806798,935.1424840875853,62.0,2.160246899469287,on
2_10_eng_aligned_eng0347.2,84.625,96.54745317348207,1317.8493360253651,57.125,1.3562026818605375,on
2_10_eng_aligned_eng0348.1,293.3333333333333,27.339836624725223,154.27515429027108,59.0,3.03315017762062,on
2_10_eng_aligned_eng0349.1,286.1666666666667,32.12112492841224,184.17142535989385,60.166666666666664,4.119061381755153,on
2_10_eng_aligned_eng0350.1,194.0,0,0,66.0,0,on
2_10_eng_aligned_eng0352.1,164.66666666666666,128.61363328460428,999.2779504956738,59.333333333333336,4.320493798938574,on
2_10_eng_aligned_eng0353.1,104.2,81.61311169168836,1001.3964358043812,58.6,0.8944271909999159,on
2_10_eng_aligned_eng0354.1,207.5,139.30003589374985,889.1912537026872,58.5,2.1213203435596424,on
2_10_eng_aligned_eng0355.1,97.0,17.435595774162696,286.17507257225145,61.666666666666664,0.5773502691896257,on
